Chromosome,UniqueID,Gene Symbol,Sum of Exon Length of Gene,CD33Low_A,CD33Low_B,EpiDC_A,EpiDC_B,EpiDC_C,LCs_A,LCs_B,LCs_C,cDC2_A,cDC2_B,cDC2Lang_A,cDC2_C,cDC2Lang_B,cDC2Lang_C,cDC1_A,cDC1_B2,cDC1_C,MDDC_A,MDDC_B,MDDC_C,MDM_A,MDM_B,MDM_C,Mf_A,Mf_B,Mf_C
chrX,FAM156B_24267,FAM156B,1699,11.0,0.0,83.0,407.0,616.0,50.0,217.0,278.0,81.0,571.0,0.0,204.0,441.0,400.0,0.0,81.0,237.0,5.0,136.0,232.0,297.0,503.0,235.0,165.0,672.0,369.0
chrX,FAM156B_24268,FAM156B,1699,9.0,0.0,83.0,422.0,629.0,53.0,235.0,285.0,81.0,578.0,0.0,212.0,458.0,430.0,0.0,85.0,243.0,4.0,144.0,232.0,314.0,517.0,244.0,172.0,700.0,375.0
chrX,FAM223A_24270,FAM223A,710,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,10.0,1.0,0.0,93.0,49.0,42.0,1.0,0.0,0.0,1.0
chrX,FAM223A_24271,FAM223A,710,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,26.0,0.0,0.0,37.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,91.0,46.0,37.0,1.0,0.0,0.0,1.0
chrX,FAM223B_24272,FAM223B,710,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,10.0,1.0,0.0,93.0,50.0,42.0,1.0,0.0,0.0,1.0
chrX,FAM223B_24273,FAM223B,710,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,26.0,0.0,0.0,37.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,91.0,45.0,37.0,1.0,0.0,0.0,1.0
chr10,FAM25B_297,FAM25B,334,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10,FAM25B_298,FAM25B,668,0.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10,FAM25C_299,FAM25C,334,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10,FAM25C_300,FAM25C,668,0.0,0.0,0.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10,FAM25G_301,FAM25G,334,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10,FAM25G_302,FAM25G,668,0.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10,FAM45B_307,FAM45B,2317,888.0,0.0,19.0,174.0,0.0,10.0,196.0,327.0,94.0,778.0,0.0,237.0,4.0,706.0,0.0,226.0,198.0,0.0,3.0,5.0,7.0,340.0,211.0,101.0,27.0,1.0
chrX,FAM45B_24277,FAM45B,2507,553.0,0.0,3.0,115.0,0.0,264.0,128.0,191.0,57.0,512.0,0.0,145.0,643.0,455.0,0.0,206.0,123.0,0.0,611.0,265.0,159.0,214.0,130.0,58.0,25.0,156.0
chr9,FAM95B1_23279,FAM95B1,1543,2.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,18.0,12.0,0.0,0.0,18.0,0.0,0.0
chr9,FAM95B1_23280,FAM95B1,1543,2.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,18.0,12.0,0.0,0.0,18.0,0.0,0.0
chr9,FOXD4L2_23302,FOXD4L2,3109,19.0,0.0,1.0,1.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
chr9,FOXD4L2_23303,FOXD4L2,3109,19.0,0.0,1.0,1.0,1.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
chr9,FOXD4L4_23305,FOXD4L4,3109,19.0,0.0,1.0,1.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
chr9,FOXD4L4_23306,FOXD4L4,3109,19.0,0.0,1.0,1.0,1.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
chrY,GOLGA2P2Y_25134,GOLGA2P2Y,1062,1.0,0.0,8.0,0.0,0.0,6.0,29.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0
chrY,GOLGA2P2Y_25135,GOLGA2P2Y,1062,1.0,0.0,0.0,0.0,0.0,6.0,29.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0
chrY,GOLGA2P3Y_25136,GOLGA2P3Y,1062,1.0,0.0,8.0,0.0,0.0,6.0,29.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0
chrY,GOLGA2P3Y_25137,GOLGA2P3Y,1062,1.0,0.0,0.0,0.0,0.0,6.0,29.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0
chr15,GOLGA8F_5074,GOLGA8F,4511,18.0,0.0,15.0,26.0,2.0,46.0,44.0,12.0,2.0,7.0,48.0,43.0,10.0,44.0,0.0,8.0,27.0,17.0,27.0,21.0,19.0,10.0,28.0,11.0,40.0,12.0
chr15,GOLGA8F_5075,GOLGA8F,4511,26.0,3.0,5.0,30.0,0.0,50.0,47.0,18.0,3.0,8.0,48.0,45.0,13.0,44.0,0.0,18.0,28.0,17.0,27.0,24.0,19.0,13.0,29.0,12.0,39.0,13.0
chr15,GOLGA8G_5076,GOLGA8G,5282,28.0,0.0,30.0,40.0,80.0,65.0,60.0,24.0,1.0,11.0,66.0,72.0,21.0,60.0,0.0,8.0,33.0,25.0,45.0,24.0,35.0,26.0,28.0,13.0,53.0,46.0
chr15,GOLGA8G_5077,GOLGA8G,5282,36.0,2.0,20.0,44.0,77.0,69.0,63.0,32.0,3.0,12.0,67.0,76.0,25.0,62.0,0.0,18.0,34.0,25.0,46.0,27.0,35.0,30.0,29.0,14.0,52.0,48.0
chr22,GSTT2_13525,GSTT2,1119,0.0,0.0,8.0,47.0,0.0,0.0,0.0,176.0,0.0,51.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,66.0,50.0,0.0,184.0,1.0,8.0,45.0,166.0,51.0
chr22,GSTT2_13526,GSTT2,1119,0.0,0.0,9.0,40.0,0.0,0.0,0.0,175.0,0.0,52.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,74.0,59.0,0.0,170.0,1.0,6.0,50.0,135.0,51.0
chr7,GTF2IP1_21398,GTF2IP1,3622,1251.0,55.0,42.0,509.0,98.0,812.0,1948.0,1124.0,602.0,1066.0,529.0,155.0,1312.0,1998.0,0.0,11.0,823.0,222.0,1644.0,372.0,202.0,1116.0,1166.0,455.0,1491.0,752.0
chr7,GTF2IP1_21399,GTF2IP1,3622,1244.0,54.0,49.0,519.0,98.0,819.0,1984.0,1146.0,614.0,1094.0,543.0,163.0,1337.0,2047.0,0.0,4.0,836.0,225.0,1651.0,376.0,203.0,1117.0,1183.0,463.0,1520.0,749.0
chrX,GTPBP6_24372,GTPBP6,1180,0.0,0.0,0.0,165.0,0.0,17.0,296.0,449.0,87.0,222.0,2.0,3.0,364.0,508.0,0.0,23.0,101.0,52.0,527.0,101.0,10.0,349.0,136.0,289.0,129.0,297.0
chrY,GTPBP6_25138,GTPBP6,1180,0.0,0.0,0.0,165.0,0.0,17.0,296.0,449.0,87.0,222.0,2.0,3.0,364.0,508.0,0.0,23.0,101.0,52.0,527.0,101.0,10.0,349.0,136.0,289.0,129.0,297.0
chrX,H2AFB1_24375,H2AFB1,1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
chrX,H2AFB1_24376,H2AFB1,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
chrX,H2AFB2_24377,H2AFB2,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
chrX,H2AFB2_24378,H2AFB2,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
chrX,H2AFB3_24379,H2AFB3,1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
chrX,H2AFB3_24380,H2AFB3,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
chrX,H2BFXP_24383,H2BFXP,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,H2BFXP_24384,H2BFXP,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1,HIST2H2AA3_10799,HIST2H2AA3,534,778.0,543.0,377.0,598.0,301.0,367.0,1501.0,3391.0,440.0,503.0,1031.0,1238.0,448.0,1015.0,1.0,501.0,1855.0,581.0,483.0,1438.0,812.0,1121.0,2813.0,1253.0,1294.0,3208.0
chr1,HIST2H2AA3_10800,HIST2H2AA3,534,735.0,496.0,340.0,553.0,278.0,346.0,1413.0,3211.0,418.0,482.0,990.0,1154.0,425.0,972.0,1.0,474.0,1755.0,551.0,441.0,1359.0,763.0,1080.0,2690.0,1185.0,1248.0,3032.0
chr1,HIST2H2AA4_10801,HIST2H2AA4,534,778.0,543.0,378.0,598.0,301.0,368.0,1501.0,3391.0,443.0,506.0,1031.0,1238.0,448.0,1018.0,1.0,503.0,1855.0,582.0,483.0,1438.0,814.0,1121.0,2813.0,1253.0,1294.0,3208.0
chr1,HIST2H2AA4_10802,HIST2H2AA4,534,735.0,496.0,340.0,553.0,278.0,346.0,1413.0,3211.0,418.0,482.0,990.0,1154.0,425.0,972.0,1.0,474.0,1755.0,551.0,441.0,1359.0,763.0,1080.0,2690.0,1185.0,1248.0,3032.0
chr1,HIST2H3A_10809,HIST2H3A,507,0.0,0.0,1.0,6.0,17.0,0.0,9.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,4.0,41.0,4.0,8.0,88.0,17.0,13.0,54.0
chr1,HIST2H3A_10810,HIST2H3A,507,0.0,0.0,1.0,6.0,17.0,0.0,9.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,4.0,36.0,4.0,8.0,80.0,17.0,13.0,46.0
chr1,HIST2H3C_10811,HIST2H3C,507,0.0,0.0,1.0,6.0,17.0,0.0,9.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,4.0,41.0,4.0,8.0,88.0,17.0,13.0,54.0
chr1,HIST2H3C_10812,HIST2H3C,507,0.0,0.0,1.0,6.0,17.0,0.0,9.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,3.0,36.0,3.0,8.0,80.0,17.0,13.0,46.0
chr1,HIST2H4A_10814,HIST2H4A,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,43.0,8.0
chr1,HIST2H4A_10815,HIST2H4A,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,35.0,8.0
chr1,HIST2H4B_10816,HIST2H4B,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,43.0,8.0
chr1,HIST2H4B_10817,HIST2H4B,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,35.0,8.0
chrX,HSFX1_24400,HSFX1,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,HSFX1_24401,HSFX1,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,HSFX2_24402,HSFX2,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,HSFX2_24403,HSFX2,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,IL3RA_24417,IL3RA,1710,1.0,0.0,39.0,1498.0,1615.0,16.0,313.0,372.0,776.0,2734.0,675.0,1667.0,1242.0,1222.0,4.0,7.0,1702.0,384.0,1941.0,863.0,1890.0,720.0,1722.0,609.0,894.0,836.0
chrY,IL3RA_25144,IL3RA,1710,1.0,0.0,39.0,1498.0,1615.0,16.0,313.0,372.0,776.0,2734.0,675.0,1667.0,1242.0,1222.0,4.0,7.0,1702.0,384.0,1941.0,863.0,1890.0,720.0,1722.0,609.0,894.0,836.0
chrX,IL9R_24418,IL9R,2278,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
chrY,IL9R_25145,IL9R,2278,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
chr2,LIMS3_14539,LIMS3,3129,287.0,38.0,80.0,1315.0,1096.0,770.0,981.0,1223.0,1327.0,1800.0,393.0,1527.0,986.0,1690.0,18.0,558.0,1790.0,1489.0,1295.0,2566.0,1005.0,1021.0,1160.0,407.0,533.0,683.0
chr2,LIMS3_14542,LIMS3,3129,287.0,39.0,82.0,1314.0,1095.0,762.0,979.0,1215.0,1329.0,1800.0,393.0,1527.0,984.0,1692.0,19.0,560.0,1789.0,1484.0,1292.0,2564.0,993.0,1021.0,1159.0,411.0,533.0,683.0
chr2,LIMS3L_14543,LIMS3L,3129,287.0,35.0,80.0,1315.0,1096.0,770.0,981.0,1223.0,1327.0,1800.0,393.0,1527.0,986.0,1685.0,18.0,557.0,1790.0,1489.0,1295.0,2566.0,1005.0,1021.0,1160.0,407.0,533.0,683.0
chr2,LIMS3L_14544,LIMS3L,3129,287.0,39.0,82.0,1314.0,1095.0,762.0,979.0,1215.0,1329.0,1800.0,393.0,1527.0,984.0,1692.0,19.0,560.0,1789.0,1484.0,1292.0,2564.0,993.0,1021.0,1159.0,411.0,533.0,683.0
chr2,LIMS3-LOC440895_14540,LIMS3-LOC440895,3217,0.0,0.0,4.0,1.0,850.0,4.0,0.0,0.0,0.0,1599.0,0.0,1389.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
chr2,LIMS3-LOC440895_14541,LIMS3-LOC440895,3217,233.0,0.0,3.0,1153.0,808.0,671.0,850.0,1108.0,1125.0,1592.0,272.0,1389.0,881.0,1591.0,0.0,438.0,1627.0,1382.0,1079.0,2335.0,749.0,870.0,1045.0,199.0,399.0,546.0
chr14,LINC00516_4345,LINC00516,725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr14,LINC00516_4346,LINC00516,725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LINC00516_13573,LINC00516,725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1,LINC00623_11027,LINC00623,1270,52.0,21.0,0.0,176.0,103.0,41.0,130.0,67.0,79.0,248.0,72.0,75.0,165.0,154.0,0.0,4.0,69.0,69.0,304.0,177.0,186.0,192.0,111.0,130.0,320.0,249.0
chr1,LINC00623_11028,LINC00623,1273,61.0,16.0,0.0,192.0,127.0,46.0,141.0,76.0,86.0,285.0,95.0,95.0,193.0,168.0,0.0,7.0,76.0,80.0,331.0,198.0,219.0,229.0,116.0,165.0,337.0,289.0
chrX,LINC00685_24458,LINC00685,670,149.0,0.0,5.0,1.0,7.0,20.0,26.0,18.0,65.0,31.0,6.0,10.0,12.0,2.0,1.0,13.0,0.0,114.0,6.0,7.0,66.0,8.0,3.0,541.0,3.0,63.0
chrY,LINC00685_25148,LINC00685,670,149.0,0.0,5.0,1.0,7.0,20.0,26.0,18.0,65.0,31.0,6.0,10.0,12.0,2.0,1.0,13.0,0.0,114.0,7.0,7.0,66.0,8.0,3.0,541.0,3.0,63.0
chr7,LOC100093631_21509,LOC100093631,3636,1251.0,55.0,42.0,509.0,98.0,812.0,1948.0,1124.0,602.0,1066.0,529.0,155.0,1312.0,1998.0,0.0,11.0,823.0,222.0,1644.0,372.0,202.0,1116.0,1166.0,455.0,1491.0,752.0
chr7,LOC100093631_21510,LOC100093631,3636,1244.0,55.0,50.0,520.0,98.0,819.0,1984.0,1146.0,614.0,1094.0,544.0,163.0,1337.0,2047.0,0.0,4.0,836.0,227.0,1651.0,378.0,204.0,1117.0,1183.0,463.0,1520.0,749.0
chr1,LOC100132062_11055,LOC100132062,4370,207.0,0.0,241.0,65.0,196.0,181.0,355.0,283.0,305.0,211.0,0.0,7.0,365.0,75.0,438.0,1477.0,95.0,489.0,602.0,498.0,340.0,397.0,148.0,208.0,447.0,244.0
chr5,LOC100132062_18019,LOC100132062,4370,208.0,0.0,243.0,65.0,195.0,187.0,367.0,284.0,316.0,212.0,0.0,9.0,370.0,75.0,438.0,1528.0,99.0,499.0,611.0,505.0,345.0,403.0,157.0,207.0,451.0,242.0
chr1,LOC100132287_11057,LOC100132287,4370,207.0,0.0,241.0,65.0,196.0,181.0,355.0,283.0,305.0,211.0,0.0,7.0,365.0,75.0,438.0,1477.0,95.0,489.0,602.0,498.0,340.0,397.0,148.0,208.0,447.0,244.0
chr5,LOC100132287_18020,LOC100132287,4370,208.0,0.0,243.0,65.0,195.0,187.0,367.0,284.0,316.0,212.0,0.0,9.0,370.0,75.0,438.0,1528.0,99.0,499.0,611.0,505.0,345.0,403.0,157.0,207.0,451.0,242.0
chr1,LOC100133331_11058,LOC100133331,4273,207.0,0.0,241.0,65.0,196.0,180.0,355.0,283.0,305.0,211.0,0.0,7.0,365.0,75.0,438.0,1477.0,95.0,489.0,602.0,498.0,340.0,397.0,139.0,208.0,447.0,243.0
chr1,LOC100133331_11059,LOC100133331,4273,204.0,0.0,240.0,58.0,195.0,181.0,345.0,273.0,304.0,195.0,0.0,9.0,364.0,75.0,354.0,1387.0,88.0,473.0,572.0,493.0,344.0,380.0,117.0,191.0,409.0,245.0
chr5,LOC100133331_18023,LOC100133331,4273,207.0,0.0,243.0,65.0,195.0,186.0,367.0,284.0,316.0,212.0,0.0,9.0,370.0,75.0,438.0,1528.0,99.0,499.0,611.0,505.0,345.0,403.0,145.0,207.0,451.0,241.0
chr7,LOC100287834_21527,LOC100287834,655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr7,LOC100287834_21528,LOC100287834,652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr2,LOC100288570_14572,LOC100288570,856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
chr2,LOC100288570_14573,LOC100288570,856,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
chr2,LOC100506123_14582,LOC100506123,5940,15.0,0.0,2.0,10.0,0.0,36.0,12.0,92.0,14.0,30.0,2.0,0.0,4.0,11.0,32.0,40.0,44.0,3.0,298.0,26.0,14.0,176.0,0.0,62.0,408.0,158.0
chr2,LOC100506123_14583,LOC100506123,5940,15.0,0.0,2.0,10.0,0.0,36.0,12.0,92.0,14.0,30.0,2.0,0.0,4.0,11.0,32.0,40.0,44.0,3.0,298.0,26.0,14.0,176.0,0.0,62.0,408.0,158.0
chr14,LOC101101776_4368,LOC101101776,725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr14,LOC101101776_4369,LOC101101776,725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LOC101101776_13586,LOC101101776,725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15,LOC440297_5185,LOC440297,13614,117.0,0.0,70.0,26.0,15.0,213.0,664.0,570.0,0.0,7.0,0.0,4.0,296.0,30.0,0.0,242.0,22.0,0.0,1.0,1.0,0.0,31.0,27.0,17.0,12.0,15.0
chr15,LOC440297_5186,LOC440297,6806,78.0,1.0,0.0,5.0,0.0,90.0,343.0,121.0,0.0,6.0,0.0,1.0,272.0,4.0,0.0,204.0,12.0,0.0,1.0,1.0,0.0,24.0,25.0,15.0,9.0,7.0
chr2,LOC440894_14628,LOC440894,2519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr2,LOC440894_14629,LOC440894,2518,3.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
chr2,LOC440895_14630,LOC440895,856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
chr2,LOC440895_14631,LOC440895,856,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
chr2,LOC646743_14642,LOC646743,4458,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr2,LOC646743_14643,LOC646743,4458,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15,LOC727849_5196,LOC727849,3296,66.0,3.0,136.0,66.0,218.0,251.0,922.0,1200.0,16.0,21.0,36.0,19.0,64.0,149.0,2.0,165.0,48.0,7.0,22.0,10.0,6.0,19.0,66.0,26.0,24.0,15.0
chr15,LOC727849_5197,LOC727849,6594,19.0,6.0,0.0,5.0,460.0,48.0,155.0,225.0,4.0,6.0,0.0,6.0,2.0,3.0,4.0,19.0,12.0,14.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0
chrX,MAGEA2_24491,MAGEA2,2156,3.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,MAGEA2_24492,MAGEA2,2156,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrX,MAGEA2B_24493,MAGEA2B,1616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
